junction,zone,hour,event_frequency,avg_duration,vehicle_types,truck_count,road_closure_count,latitude,longitude,peak_hour,event_frequency_scaled,avg_duration_scaled,peak_hour_scaled,risk_score,risk_level,recommendation,reason
Krupanidhi College,South Zone 2,23.0,2,126.10469874166668,2,0,1,12.92488385,77.62701039999999,0,0.16666666666666666,0.0026035564348863473,0.0,10.065088910872158,Low,Normal patrol,Recorded obstruction history; Long obstruction duration; Road closure history
SantheCircle,North Zone 2,23.0,2,124.149446775,1,0,1,13.0988899,77.59756005,0,0.16666666666666666,0.0025631883210060894,0.0,10.064079708025151,Low,Normal patrol,Recorded obstruction history; Long obstruction duration; Road closure history
AshirwadamCircle,Central Zone 1,3.0,2,123.94740494999999,1,0,0,12.9706547,77.60405180000001,0,0.16666666666666666,0.0025590169673702303,0.0,10.063975424184255,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
HudsonCircle,Central Zone 2,0.0,2,123.83262740833334,1,0,0,12.96810795,77.59196185,0,0.16666666666666666,0.0025566472713147424,0.0,10.063916181782867,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
AnilKumbleCircle,Central Zone 1,22.0,2,123.42225731666667,2,0,0,12.9765754,77.60090794999999,0,0.16666666666666666,0.0025481747742269662,0.0,10.063704369355673,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
Nagavara-ORR Junction,North Zone 1,6.0,2,121.81353653333333,1,0,0,13.040940899999999,77.6216316,0,0.16666666666666666,0.0025149611399280327,0.0,10.0628740284982,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
LeprosyhospitalJunc,Central Zone 2,6.0,2,120.99344326666666,2,0,0,12.97631295,77.56245125000001,0,0.16666666666666666,0.002498029501987951,0.0,10.062450737549698,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
Devasandra(k r puram),East Zone 2,5.0,2,120.66584903333333,1,0,0,13.0099021,77.6973232,0,0.16666666666666666,0.0024912659944998287,0.0,10.062281649862495,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
Devasandra(k r puram),East Zone 2,4.0,2,117.80729271666667,1,0,1,13.0098989,77.69754375,0,0.16666666666666666,0.002432248267428542,0.0,10.060806206685713,Low,Normal patrol,Recorded obstruction history; Road closure history
K R Circle,Central Zone 2,22.0,2,117.363486875,1,0,1,12.9752201,77.5868122,0,0.16666666666666666,0.002423085456157897,0.0,10.060577136403946,Low,Normal patrol,Recorded obstruction history; Road closure history
SatteliteBusStandJunc,West Zone 2,3.0,2,116.17144445833333,2,0,0,12.9535601,77.5424859,0,0.16666666666666666,0.0023984745595335946,0.0,10.059961863988338,Low,Normal patrol,Recorded obstruction history
Shivajinagar(BRV)Junction,Central Zone 2,6.0,2,115.78799799166666,2,0,0,12.9792378,77.60263995,0,0.16666666666666666,0.002390557927356632,0.0,10.059763948183916,Low,Normal patrol,Recorded obstruction history
KIMCO Junction,West Zone 2,16.0,2,114.68792282500002,2,0,0,12.95008325,77.53635270000001,0,0.16666666666666666,0.002367845785718667,0.0,10.059196144642966,Low,Normal patrol,Recorded obstruction history
MotherTeressaCircle,Central Zone 1,0.0,2,110.80031381666666,2,0,0,12.96625775,77.6089184,0,0.16666666666666666,0.002287582246366314,0.0,10.057189556159157,Low,Normal patrol,Recorded obstruction history
WilsonGarden12thCrossJunc,Central Zone 2,1.0,2,110.57438365833333,2,0,0,12.94513635,77.59679560000001,0,0.16666666666666666,0.0022829176944231017,0.0,10.057072942360577,Low,Normal patrol,Recorded obstruction history
FTI Junction(KanteeravaStudio),West Zone 1,6.0,2,109.84101659999999,2,0,0,13.0218137,77.53255555000001,0,0.16666666666666666,0.0022677766049719553,0.0,10.056694415124298,Low,Normal patrol,Recorded obstruction history
Shivashankara circle,Central Zone 2,22.0,2,109.42850870833334,1,0,0,12.957478550000001,77.5742909,0,0.16666666666666666,0.0022592599708853045,0.0,10.056481499272133,Low,Normal patrol,Recorded obstruction history
BegumMahalJunc,Central Zone 2,22.0,2,108.48029258333334,1,0,0,12.974073449999999,77.6205933,0,0.16666666666666666,0.002239683109606217,0.0,10.055992077740154,Low,Normal patrol,Recorded obstruction history
SantheCircle,North Zone 2,4.0,2,108.37702149999998,2,0,0,13.0985546,77.59824465,0,0.16666666666666666,0.002237550975782234,0.0,10.055938774394555,Low,Normal patrol,Recorded obstruction history
MysoreRd-RingRdJunc(Nayandanahallii),West Zone 1,7.0,2,107.55693092499999,2,0,0,12.943471689999999,77.526422095,0,0.16666666666666666,0.0022206193934142778,0.0,10.055515484835356,Low,Normal patrol,Recorded obstruction history
DhobiGhatJunc,West Zone 2,5.0,2,106.51393785,2,0,0,12.987160705,77.54968866,0,0.16666666666666666,0.0021990857681088403,0.0,10.05497714420272,Low,Normal patrol,Recorded obstruction history
KoramangalaWaterTankJunc,South Zone 2,5.0,2,101.73488055833333,2,0,0,12.927568749999999,77.62020385,0,0.16666666666666666,0.002100417395807356,0.0,10.052510434895183,Low,Normal patrol,Recorded obstruction history
Devasandra(k r puram),East Zone 2,3.0,2,101.702106525,2,0,0,13.0081699,77.69433785000001,0,0.16666666666666666,0.0020997407434206203,0.0,10.052493518585514,Low,Normal patrol,Recorded obstruction history
JakkurCrossJunction,North Zone 1,7.0,2,100.22602365833333,2,0,1,13.073694499999998,77.592884,0,0.16666666666666666,0.002069265550312961,0.0,10.051731638757824,Low,Normal patrol,Recorded obstruction history; Road closure history
Richmond circle jn,Central Zone 1,5.0,2,99.20894966666665,1,0,2,12.9659774,77.5954433,0,0.16666666666666666,0.002048267050160449,0.0,10.05120667625401,Low,Normal patrol,Recorded obstruction history; Road closure history
SandeepUnnikrishnan-Yelhanka,North Zone 2,23.0,2,97.52882185,2,0,0,13.100875349999999,77.58756185,0,0.16666666666666666,0.0020135791469168512,0.0,10.050339478672921,Low,Normal patrol,Recorded obstruction history
Chokasandra (Tumkur road),West Zone 1,2.0,2,97.34289774166666,2,0,0,13.0422251,77.5149244,0,0.16666666666666666,0.00200974055950907,0.0,10.050243513987727,Low,Normal patrol,Recorded obstruction history
RamaiahCircle-UlsoorPoliceStation,Central Zone 1,3.0,2,97.117905425,2,0,0,12.97534265,77.62599829999999,0,0.16666666666666666,0.002005095370236167,0.0,10.050127384255903,Low,Normal patrol,Recorded obstruction history
5thMainRPC Layout-Vijayanagar,West Zone 2,5.0,2,95.64943385833334,2,0,0,12.9655512,77.5352241,0,0.16666666666666666,0.0019747773199573684,0.0,10.049369432998933,Low,Normal patrol,Recorded obstruction history
GokuldasImagesJunc,West Zone 1,7.0,2,95.35891369166666,2,0,0,13.030029200000001,77.53764455000001,0,0.16666666666666666,0.0019687792433041042,0.0,10.049219481082602,Low,Normal patrol,Recorded obstruction history
Ring road-Near Kengunte Junction,West Zone 1,1.0,2,94.990803925,2,0,0,12.959218199999999,77.50396275,0,0.16666666666666666,0.001961179252492399,0.0,10.049029481312308,Low,Normal patrol,Recorded obstruction history
PoliceCornerJunc,Central Zone 2,22.0,2,94.90804578333334,2,0,0,12.96799,77.5871657,0,0.16666666666666666,0.00195947062867088,0.0,10.048986765716771,Low,Normal patrol,Recorded obstruction history
TrinityCircle,Central Zone 1,3.0,2,94.17022539999999,2,0,0,12.9716942,77.619498,0,0.16666666666666666,0.0019442375959132902,0.0,10.048605939897831,Low,Normal patrol,Recorded obstruction history
SatteliteBusStandJunc,West Zone 2,4.0,2,93.77342655833333,2,1,0,12.95581475,77.54604305000001,0,0.16666666666666666,0.001936045290726526,0.0,10.048401132268163,Low,Normal patrol,Recorded obstruction history; Heavy-vehicle involvement
WilsonGarden12thCrossJunc,Central Zone 2,5.0,2,93.09583496666666,1,0,0,12.9437186,77.5972206,0,0.16666666666666666,0.0019220557410403354,0.0,10.048051393526007,Low,Normal patrol,Recorded obstruction history
SRS Peenya Junc,West Zone 1,1.0,2,92.602941275,2,1,0,13.034591249999998,77.52985165,0,0.16666666666666666,0.0019118794624761047,0.0,10.047796986561902,Low,Normal patrol,Recorded obstruction history; Heavy-vehicle involvement
HennurRoad-ORR Junc,North Zone 1,22.0,2,90.81904354166667,2,0,0,13.03086395,77.6306412,0,0.16666666666666666,0.0018750491265001736,0.0,10.046876228162503,Low,Normal patrol,Recorded obstruction history
MaratahalliBridgeJunc,East Zone 1,6.0,2,90.67445231666667,1,0,0,12.9584677,77.70028385,0,0.16666666666666666,0.0018720638974164575,0.0,10.04680159743541,Low,Normal patrol,Recorded obstruction history
HudsonCircle,Central Zone 2,1.0,2,86.80882850833333,2,0,0,12.9684268,77.59074245,0,0.16666666666666666,0.0017922542642983957,0.0,10.04480635660746,Low,Normal patrol,Recorded obstruction history
PoliceCornerJunc,Central Zone 2,0.0,2,85.85198764166667,2,0,0,12.9676003,77.5876179,0,0.16666666666666666,0.0017724993366832434,0.0,10.04431248341708,Low,Normal patrol,Recorded obstruction history
KanakapuraRd-RingRdJunction,South Zone 2,6.0,2,85.246121225,1,0,0,12.90311715,77.57341085,0,0.16666666666666666,0.0017599906242916023,0.0,10.043999765607289,Low,Normal patrol,Recorded obstruction history
Kudlu Gate Junc,South Zone 2,4.0,2,84.76972296666666,2,1,0,12.888947049999999,77.63958235,0,0.16666666666666666,0.001750154910290229,0.0,10.043753872757256,Low,Normal patrol,Recorded obstruction history; Heavy-vehicle involvement
Deverabeesanahalli-ORR Junc,East Zone 1,3.0,2,84.323546075,2,0,0,12.9329304,77.68826114999999,0,0.16666666666666666,0.001740943146343383,0.0,10.043523578658583,Low,Normal patrol,Recorded obstruction history
HesaraghattaJunction,North Zone 2,2.0,2,84.26417950833333,2,0,0,13.0455258,77.5078544,0,0.16666666666666666,0.0017397174647612974,0.0,10.043492936619032,Low,Normal patrol,Recorded obstruction history
HesaraghattaJunction,North Zone 2,3.0,2,82.85784435000001,2,0,0,13.04545455,77.50747045,0,0.16666666666666666,0.0017106822821898186,0.0,10.042767057054744,Low,Normal patrol,Recorded obstruction history
JalahalliCross(SM Circle),West Zone 1,1.0,2,81.59465083333332,2,0,0,13.0404974,77.51765689999999,0,0.16666666666666666,0.0016846024006180655,0.0,10.042115060015451,Low,Normal patrol,Recorded obstruction history
BEL Circle,North Zone 2,3.0,2,80.2229734,2,0,0,13.0440002,77.5551869,0,0.16666666666666666,0.001656282761113916,0.0,10.041407069027846,Low,Normal patrol,Recorded obstruction history
Ashoknagar Junction(ShoolayCircle),Central Zone 1,4.0,2,80.02190716666667,1,0,0,12.966051799999999,77.60580575,0,0.16666666666666666,0.0016521315495345145,0.0,10.041303288738362,Low,Normal patrol,Recorded obstruction history
KIMCO Junction,West Zone 2,0.0,2,79.05498391666667,2,0,0,12.9521202,77.54071445,0,0.16666666666666666,0.001632168461127033,0.0,10.040804211528174,Low,Normal patrol,Recorded obstruction history
Sumanhalli,West Zone 1,0.0,2,77.52679415833333,2,0,0,12.9873121,77.52067075,0,0.16666666666666666,0.0016006174696196758,0.0,10.040015436740491,Low,Normal patrol,Recorded obstruction history
UttarahalliJunction,South Zone 1,5.0,2,74.14999948333335,1,0,0,12.906656470000001,77.546288575,0,0.16666666666666666,0.0015309001982323782,0.0,10.038272504955808,Low,Normal patrol,Recorded obstruction history
BagalurCrossJunc,North Zone 2,0.0,2,73.99861068333334,2,0,0,13.12237915,77.61143335,0,0.16666666666666666,0.0015277746264785678,0.0,10.038194365661964,Low,Normal patrol,Recorded obstruction history
JayadevaHospitalJunc,South Zone 2,5.0,2,72.90353881666665,1,0,0,12.9149825,77.6009397,0,0.16666666666666666,0.00150516578292577,0.0,10.037629144573144,Low,Normal patrol,Recorded obstruction history
BagalurCrossJunc,North Zone 2,5.0,2,70.55169945833335,2,0,0,13.12185565,77.6110569,0,0.16666666666666666,0.0014566097294534776,0.0,10.036415243236336,Low,Normal patrol,Recorded obstruction history
KundanahalliGateJunc,East Zone 1,5.0,2,69.35825329166667,2,0,0,12.95710454,77.71715074,0,0.16666666666666666,0.0014319698510197583,0.0,10.035799246275493,Low,Normal patrol,Recorded obstruction history
MekhriCircle,North Zone 2,2.0,2,60.39173721666666,1,0,0,13.01471675,77.58465965,0,0.16666666666666666,0.001246847243705962,0.0,10.031171181092647,Low,Normal patrol,Recorded obstruction history
ShantalaJunction,Central Zone 2,3.0,2,57.811105424999994,1,0,0,12.97427325,77.569885,0,0.16666666666666666,0.0011935675437874842,0.0,10.029839188594686,Low,Normal patrol,Recorded obstruction history
YelhankaBypass,North Zone 1,5.0,2,57.32142558333333,1,0,0,13.085468200000001,77.59451279999999,0,0.16666666666666666,0.0011834576183403992,0.0,10.029586440458509,Low,Normal patrol,Recorded obstruction history
Kammanahalli-RingRoadJunction,North Zone 1,4.0,2,55.73485658333334,2,0,0,13.0262706,77.63649985,0,0.16666666666666666,0.0011507013295537045,0.0,10.028767533238842,Low,Normal patrol,Recorded obstruction history
LeprosyhospitalJunc,Central Zone 2,23.0,2,55.53984105833333,2,0,0,12.9754593,77.5651747,0,0.16666666666666666,0.0011466750408421582,0.0,10.028666876021052,Low,Normal patrol,Recorded obstruction history
YelhankaCircle,North Zone 2,5.0,2,47.694405599999996,2,0,0,13.0957335,77.59473585,0,0.16666666666666666,0.0009846982534912501,0.0,10.02461745633728,Low,Normal patrol,Recorded obstruction history
YelhankaCircle,North Zone 2,6.0,2,43.72588545833334,1,0,0,13.09655485,77.59294075,0,0.16666666666666666,0.0009027642236342137,0.0,10.022569105590854,Low,Normal patrol,Recorded obstruction history
YeshwanthpuraCircle,West Zone 2,2.0,2,43.074827174999996,1,0,0,13.01803355,77.55560944999999,0,0.16666666666666666,0.0008893224803845745,0.0,10.022233062009613,Low,Normal patrol,Recorded obstruction history
StateBankofMysoreJunc,Central Zone 2,4.0,2,42.987552216666664,1,0,0,12.974665,77.58201795,0,0.16666666666666666,0.0008875206024082536,0.0,10.022188015060205,Low,Normal patrol,Recorded obstruction history
HesaraghattaJunction,West Zone 1,3.0,2,35.26534325833333,2,0,0,13.04548715,77.5046545,0,0.16666666666666666,0.0007280879482278372,0.0,10.018202198705694,Low,Normal patrol,Recorded obstruction history
Dr TCM RoyanRd near AmbedkarStatue,Central Zone 2,6.0,2,31.029506033333334,1,0,0,12.9629957,77.56678265,0,0.16666666666666666,0.0006406348923597771,0.0,10.016015872308994,Low,Normal patrol,Recorded obstruction history
JalahalliCross(SM Circle),West Zone 1,22.0,2,24.932342591666668,2,0,0,13.03976695,77.51851115,0,0.16666666666666666,0.0005147529127705426,0.0,10.012868822819263,Low,Normal patrol,Recorded obstruction history
KrishnaFlourMill,Central Zone 2,6.0,2,24.799840908333334,1,0,0,12.985334049999999,77.5734891,0,0.16666666666666666,0.0005120172842513985,0.0,10.012800432106284,Low,Normal patrol,Recorded obstruction history
SRS Peenya Junc,West Zone 1,3.0,2,22.078149491666668,1,0,0,13.03440505,77.53030625,0,0.16666666666666666,0.0004558252686298894,0.0,10.011395631715747,Low,Normal patrol,Recorded obstruction history
SiddalingaiahCircle,Central Zone 2,1.0,2,19.737477833333333,2,0,0,12.97247385,77.5936758,0,0.16666666666666666,0.00040749978338771036,0.0,10.010187494584692,Low,Normal patrol,Recorded obstruction history
BloodBankCircle,Central Zone 2,23.0,2,16.298193383333334,2,0,0,12.9626618,77.59499835,0,0.16666666666666666,0.00033649234868818627,0.0,10.008412308717205,Low,Normal patrol,Recorded obstruction history
YeshwanthpuraCircle,West Zone 2,22.0,2,15.948798041666668,2,0,0,13.018053649999999,77.55750755,0,0.16666666666666666,0.00032927873572060706,0.0,10.008231968393014,Low,Normal patrol,Recorded obstruction history
OldMadrasRd-Indranagar100ftRdJunc,Central Zone 1,7.0,2,15.422993300000002,2,0,0,12.98378485,77.6415265,0,0.16666666666666666,0.000318422975924817,0.0,10.007960574398119,Low,Normal patrol,Recorded obstruction history
Richmond circle jn,Central Zone 2,0.0,2,9.709926724999999,2,0,0,12.963768850000001,77.59623425000001,0,0.16666666666666666,0.00020047105666488302,0.0,10.005011776416621,Low,Normal patrol,Recorded obstruction history
RamaiahCircle-UlsoorPoliceStation,Central Zone 2,6.0,1,11605.819511166666,1,0,0,12.9763006,77.6266352,0,0.0,0.2396136414577833,0.0,5.990341036444582,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
CIL CrossJunction-JayamahalRd,North Zone 2,1.0,1,2934.357924516667,1,0,0,13.0101501,77.5907672,0,0.0,0.060582726360463794,0.0,1.514568159011595,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
YelhankaBypass,North Zone 1,15.0,1,1635.9880817833332,1,0,0,13.0824868,77.5933591,0,0.0,0.03377659468859276,0.0,0.844414867214819,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
PES-DevegowdaCircle,West Zone 1,0.0,1,1238.0242086666667,1,0,0,12.9361824,77.5344466,0,0.0,0.025560236273370264,0.0,0.6390059068342566,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
CashPharmacyJunction,Central Zone 1,6.0,1,972.8003879666667,1,0,0,12.9676087,77.5997413,0,0.0,0.020084427743164646,0.0,0.5021106935791162,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
KrishnaFlourMill,Central Zone 2,2.0,1,448.69942791666665,1,0,0,12.9838987,77.5747584,0,0.0,0.009263844206752516,0.0,0.2315961051688129,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
TumkurRdMarappanapalyaJunc,West Zone 1,22.0,1,389.4134112,1,0,0,13.0195851,77.5527345,0,0.0,0.008039825658183904,0.0,0.20099564145459758,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
CIL CrossJunction-JayamahalRd,West Zone 2,1.0,1,350.9785506,1,0,0,13.0089306,77.5912608,0,0.0,0.007246299884460881,0.0,0.18115749711152201,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
StateBankofMysoreJunc,Central Zone 2,0.0,1,345.7924592333333,1,0,0,12.9748502,77.582264,0,0.0,0.007139227890440628,0.0,0.1784806972610157,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
JakkurCrossJunction,North Zone 1,13.0,1,330.3202057666667,1,0,0,13.076532,77.5928613,0,0.0,0.006819787889573931,0.0,0.17049469723934826,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
SantheCircle,North Zone 2,12.0,1,281.0798196833333,1,0,0,13.0953387,77.5974602,0,0.0,0.005803171337432788,0.0,0.1450792834358197,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
UlsoorGateJunc,Central Zone 2,3.0,1,245.6381694,1,0,0,12.9670637,77.5872482,0,0.0,0.005071443356010037,0.0,0.12678608390025092,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
DomlurWaterTank,Central Zone 1,3.0,1,222.7122301,1,0,0,12.9609199,77.6392836,0,0.0,0.004598114626898955,0.0,0.11495286567247387,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
PotteryCircle,North Zone 1,2.0,1,206.81700615,1,0,0,13.0023047,77.6121721,0,0.0,0.004269941981375571,0.0,0.10674854953438928,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
QueensStatueCircle,Central Zone 2,3.0,1,198.59598726666667,1,0,0,12.9774528,77.5988098,0,0.0,0.004100210902132665,0.0,0.10250527255331664,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
BloodBankCircle,Central Zone 2,4.0,1,189.72129498333334,1,0,0,12.9627211,77.5952912,0,0.0,0.003916984087965794,0.0,0.09792460219914484,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
KarnatakaBhavanJunction,Central Zone 2,22.0,1,179.98264593333334,1,0,0,12.97945013,77.56429952,0,0.0,0.0037159200304466614,0.0,0.09289800076116654,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
GarebhavipalyaJunc,South Zone 2,5.0,1,179.633966,1,0,0,12.8923874,77.6378858,0,0.0,0.0037087211877928636,0.0,0.0927180296948216,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
KundanahalliGateJunc,East Zone 1,3.0,1,179.44005943333335,1,0,0,12.9557474,77.7162112,0,0.0,0.0037047177946247325,0.0,0.0926179448656183,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
Arbindo Circle,South Zone 1,23.0,1,179.2089981,1,0,0,12.9173007,77.5858636,0,0.0,0.003699947304490294,0.0,0.09249868261225735,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
AnjaneyaTempleJunc,Central Zone 1,23.0,1,179.1458924833333,1,0,0,12.9815094,77.6310739,0,0.0,0.003698644426516757,0.0,0.09246611066291892,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
PurnimaTheaterJunc,Central Zone 2,22.0,1,178.80637976666668,1,0,0,12.9605952,77.5879005,0,0.0,0.0036916348501328192,0.0,0.09229087125332049,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
DhobiGhatJunc,West Zone 2,23.0,1,178.63989003333333,1,0,0,12.988367,77.5502535,0,0.0,0.003688197504650154,0.0,0.09220493761625385,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
SRS Peenya Junc,West Zone 1,0.0,1,178.54651678333332,1,0,0,13.0350335,77.5298058,0,0.0,0.0036862697214009206,0.0,0.09215674303502301,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
RajajinagarEntranceJunction,West Zone 2,22.0,1,178.15876168333335,1,1,0,12.9814944,77.5599774,0,0.0,0.003678264133220317,0.0,0.09195660333050792,Low,Normal patrol,Recorded obstruction history; Long obstruction duration; Heavy-vehicle involvement
HopefarmJunction,East Zone 1,23.0,1,177.85222283333331,1,0,0,12.985489,77.753092,0,0.0,0.0036719353349802513,0.0,0.09179838337450628,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
RamaiahCircle-UlsoorPoliceStation,Central Zone 2,5.0,1,177.35563723333334,1,0,0,12.9738552,77.6231945,0,0.0,0.0036616828333109804,0.0,0.0915420708327745,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
ISRO Junction-Airport rd,Central Zone 1,4.0,1,177.33337723333335,1,0,0,12.9591628,77.6564583,0,0.0,0.0036612232535584506,0.0,0.09153058133896126,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
BanashankariBusStandJunc,South Zone 1,6.0,1,176.93983186666668,1,0,0,12.9176885,77.5745503,0,0.0,0.003653098119586213,0.0,0.09132745298965532,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
IbblurJunction',East Zone 1,23.0,1,176.83677189999997,1,0,0,12.9206898,77.6648697,0,0.0,0.0036509703444749624,0.0,0.09127425861187406,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
BigBazaarJunction(OldMadrasRd),Central Zone 1,2.0,1,176.78231005,1,0,0,12.9908196,77.6562969,0,0.0,0.003649845925627464,0.0,0.0912461481406866,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
NIMHANS Junction,Central Zone 2,4.0,1,176.5819150833333,1,0,0,12.938604,77.5982884,0,0.0,0.0036457085730134055,0.0,0.09114271432533513,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
HebbalFlyoverJunc,North Zone 2,1.0,1,176.41912525,1,0,0,13.0401786,77.5898075,0,0.0,0.0036423476156316565,0.0,0.09105869039079141,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
HalliThindi,Central Zone 2,5.0,1,176.33037944999998,1,0,0,12.9441559,77.5678438,0,0.0,0.003640515370671994,0.0,0.09101288426679985,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
PurnimaTheaterJunc,Central Zone 2,2.0,1,176.02636403333332,1,0,0,12.9608507,77.5884066,0,0.0,0.0036342386712130102,0.0,0.09085596678032526,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
HebbalFlyoverJunc,North Zone 1,5.0,1,175.95849813333334,1,1,0,13.0428788,77.5893859,0,0.0,0.003632837512474141,0.0,0.09082093781185353,Low,Normal patrol,Recorded obstruction history; Long obstruction duration; Heavy-vehicle involvement
KundanahalliGateJunc,East Zone 1,0.0,1,175.93713313333333,1,1,1,12.953675,77.717451,0,0.0,0.0036323964108832692,0.0,0.09080991027208173,Low,Normal patrol,Recorded obstruction history; Long obstruction duration; Heavy-vehicle involvement; Road closure history
OldMadrasRd-80FeetRdJunc,Central Zone 1,12.0,1,175.92252918333332,1,0,0,12.9860725,77.6465962,0,0.0,0.0036320948978676823,0.0,0.09080237244669206,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
KIMCO Junction,West Zone 2,4.0,1,175.83239444999998,1,0,0,12.9531,77.5387567,0,0.0,0.0036302339770033654,0.0,0.09075584942508413,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
PeenyaPoliceStation,West Zone 1,0.0,1,175.42472211666666,1,0,0,13.0375218,77.5227216,0,0.0,0.0036218171778089957,0.0,0.0905454294452249,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
MekhriCircle,North Zone 2,1.0,1,174.99264928333332,1,0,0,13.0157041,77.5842011,0,0.0,0.0036128966061190456,0.0,0.09032241515297613,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
SRS Peenya Junc,West Zone 1,22.0,1,174.39294966666665,1,0,0,13.0333333,77.5323361,0,0.0,0.003600515213422728,0.0,0.0900128803355682,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
Batrayanapura(Amrutahalli)Junction,North Zone 1,0.0,1,174.34975803333333,1,0,0,13.068325,77.5928917,0,0.0,0.0035996234793634874,0.0,0.08999058698408718,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
SonyworldJunction,South Zone 2,6.0,1,174.0799561,1,0,0,12.9369791,77.6273316,0,0.0,0.0035940531511625237,0.0,0.0898513287790631,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
HainsJunc,North Zone 1,4.0,1,173.79135446666666,1,0,0,12.9949399,77.6081378,0,0.0,0.0035880946845305785,0.0,0.08970236711326446,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
VetenaryHospitalJunc-Shivajinagar,Central Zone 2,5.0,1,173.55240268333333,1,0,0,12.9887168,77.5988152,0,0.0,0.0035831612882389814,0.0,0.08957903220597453,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
WilsonGarden10thCrossJunc,Central Zone 2,22.0,1,173.3629059,1,0,0,12.9461785,77.5952524,0,0.0,0.003579248939416449,0.0,0.08948122348541122,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
YelhankaBypass,North Zone 1,1.0,1,173.12247131666666,1,0,0,13.0778415,77.5923366,0,0.0,0.0035742849292498724,0.0,0.08935712323124681,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
MekhriCircle,West Zone 2,0.0,1,172.91118836666666,1,0,0,13.0107779,77.5836783,0,0.0,0.003569922783433394,0.0,0.08924806958583484,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
KhodaysCircle(DV UrsCircle),Central Zone 2,4.0,1,172.90765191666665,1,0,0,12.9807656,77.570627,0,0.0,0.0035698497699196544,0.0,0.08924624424799137,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
RingRoad-UllalJunction,West Zone 1,14.0,1,172.73105428333335,1,0,0,12.9509793,77.4993639,0,0.0,0.003566203736827799,0.0,0.08915509342069497,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
CIL CrossJunction-JayamahalRd,North Zone 2,23.0,1,172.48013518333335,1,0,0,13.0066075,77.5930196,0,0.0,0.0035610232634278407,0.0,0.08902558158569601,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
TC Palya-OM RoadJunc,East Zone 2,23.0,1,172.36447146666666,1,0,0,13.0165338,77.7038685,0,0.0,0.0035586352714115613,0.0,0.08896588178528904,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
LRDE Junction,Central Zone 2,2.0,1,172.13872705,1,0,0,12.98675,77.5882467,0,0.0,0.003553974554289068,0.0,0.08884936385722669,Low,Normal patrol,Recorded obstruction history; Long obstruction duration
